Producto;Usuario;Día;Turno;Avance_turno;Abosorción;TargetC
GRANDOTA;BernardoA;jueves;Tarde;Inicio;0.469;Sobrepeso
GRANDOTA;BernardoA;jueves;Tarde;Inicio;0.469;Sobrepeso
GRANDOTA;BernardoA;jueves;Tarde;Inicio;0.469;Sobrepeso
GRANDOTA;BernardoA;jueves;Tarde;Inicio;0.469;Sobrepeso
GRANDOTA;MauricioM;jueves;Noche;Inicio;0.469;Sobrepeso
GRANDOTA;MauricioM;jueves;Noche;Inicio;0.469;Sobrepeso
GRANDOTA;MauricioM;jueves;Noche;Inicio;0.469;Sobrepeso
GRANDOTA;MauricioM;jueves;Noche;Inicio;0.469;Sobrepeso
GRANDOTA;MauricioM;jueves;Noche;Inicio;0.469;Sobrepeso
GRANDOTA;MauricioM;jueves;Noche;Inicio;0.469;Sobrepeso
GRANDOTA;MauricioM;jueves;Noche;Medio;0.470;Sobrepeso
GRANDOTA;MauricioM;jueves;Noche;Medio;0.470;Sobrepeso
GRANDOTA;MauricioM;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;MauricioM;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;MauricioM;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;MauricioM;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Inicio;0.472;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Medio;0.466;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Medio;0.466;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Medio;0.466;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Medio;0.466;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Término;0.480;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Término;0.480;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Término;0.480;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Término;0.480;Sobrepeso
GRANDOTA;BernardoA;jueves;Mañana;Término;0.480;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Inicio;0.468;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Medio;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;DivisorA;jueves;Tarde;Término;0.470;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;Practicante;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;MauricioM;viernes;Mañana;Medio;0.468;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Medio;0.471;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Término;0.470;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Término;0.470;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Término;0.470;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Término;0.470;Sobrepeso
GRANDOTA;BernardoA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;Practicante;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Inicio;0.466;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Medio;0.476;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;DivisorA;martes;Mañana;Término;0.474;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Inicio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Medio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Medio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Medio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Medio;0.481;Sobrepeso
GRANDOTA;MauricioM;martes;Tarde;Medio;0.481;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Inicio;0.467;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Inicio;0.467;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Inicio;0.467;Sobrepeso
GRANDOTA;BernardoA;martes;Noche;Inicio;0.467;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Inicio;0.480;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Término;0.481;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Término;0.481;Sobrepeso
GRANDOTA;BernardoA;miércoles;Noche;Término;0.481;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Inicio;0.491;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;Practicante;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Medio;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Término;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Término;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Término;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Término;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Término;0.477;Sobrepeso
GRANDOTA;DivisorA;miércoles;Mañana;Término;0.477;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
GRANDOTA;MauricioM;miércoles;Tarde;Inicio;0.480;Sobrepeso
