Producto;Usuario;Día;Turno;Avance_turno;Abosorción;TargetC
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;viernes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;Practicante;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Medio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Mañana;Término;0.477;Sobrepeso
BURRERA;MauricioM;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;MauricioM;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Inicio;0.474;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Medio;0.473;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Término;0.476;Sobrepeso
BURRERA;BernardoA;viernes;Tarde;Término;0.476;Sobrepeso
BURRERA;BernardoA;viernes;Noche;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;viernes;Noche;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;viernes;Noche;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Inicio;0.474;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Inicio;0.474;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Inicio;0.474;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Término;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Término;0.475;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Inicio;0.476;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Medio;0.471;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Medio;0.471;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Medio;0.471;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Medio;0.471;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Medio;0.471;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Medio;0.471;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Término;0.476;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Término;0.476;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Término;0.476;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Término;0.476;Sobrepeso
BURRERA;MauricioM;sábado;Mañana;Término;0.476;Sobrepeso
BURRERA;MauricioM;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;MauricioM;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;MauricioM;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Inicio;0.473;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Medio;0.476;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Medio;0.476;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Medio;0.476;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Medio;0.476;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Medio;0.476;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Medio;0.476;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Medio;0.476;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Medio;0.476;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Medio;0.476;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;BernardoA;sábado;Tarde;Término;0.475;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Inicio;0.474;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Inicio;0.474;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Inicio;0.474;Sobrepeso
BURRERA;DivisorA;sábado;Noche;Inicio;0.474;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Inicio;0.478;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Inicio;0.478;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Inicio;0.478;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Inicio;0.478;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Inicio;0.478;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Medio;0.475;Sobrepeso
BURRERA;DivisorA;domingo;Noche;Medio;0.475;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Inicio;0.473;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Inicio;0.473;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Inicio;0.473;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Inicio;0.473;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Inicio;0.473;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Noche;Término;0.467;Sobrepeso
BURRERA;MauricioM;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;Practicante;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Inicio;0.475;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Medio;0.470;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Medio;0.470;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Medio;0.470;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Medio;0.470;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Medio;0.470;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Medio;0.470;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Medio;0.470;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Medio;0.470;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Medio;0.470;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;BernardoA;lunes;Mañana;Término;0.476;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Inicio;0.475;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Medio;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Medio;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Medio;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Medio;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Medio;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Medio;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;DivisorA;lunes;Tarde;Término;0.474;Sobrepeso
BURRERA;MauricioM;martes;Noche;Inicio;0.470;Sobrepeso
BURRERA;MauricioM;martes;Noche;Inicio;0.470;Sobrepeso
BURRERA;MauricioM;martes;Noche;Inicio;0.470;Sobrepeso
BURRERA;MauricioM;martes;Noche;Inicio;0.470;Sobrepeso
